commit_hash,message,is_bug_fix,category,reasoning
a15ad9b268788d13c68e4d8145c65fc0a5577a0c,"parser: Remove compatibility symbols
",False,Non-Maintenance,Tier 3 match: topic 'remove'
8e871162a65806510cb377768f3e8e7587600acb,"parser: Remove oldXMLWDcompatibility
",False,Non-Maintenance,Tier 3 match: topic 'remove'
eed1a07d055d9592f13f42e9cc786f9664e733a5,"build: Remove version script
",False,Build/CI/Tests,Tier 3 match: topic 'build'
cdc5cfed0b16ef4e0d75f08aead39870e553b47e,"legacy: Remove legacy symbols
",False,Non-Maintenance,Tier 3 match: topic 'remove'
3250a01dc253cdaddcb8c589d16d04f7e81249a6,"error: Convert initGenericErrorDefaultFunc to macro
",True,General Logic Error,"The commit message indicates a change in how a function is implemented (converting to a macro), which suggests a potential adjustment to internal logic rather than a specific bug type like API, performance, or memory."
c42b32277d4bc26cb6683609610a8e12641802a9,"parser: Convert inputPush and inputPop to macros
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
361f7bff9275dc5e8268ee748371e95beb07638d,"parser: Make nodePush, nodePop, namePush, namePop private
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
0b27097a920c4e188608bba047c707e51de0025a,"encoding: Rename unprefixed public functions
",False,Refactoring,Tier 3 match: topic 'rename'
66fdf94c5518547c12311db1e4dc0485acf2a2f8,"cmake: Fix WITH_RELAXNG option

Dependent options must come after dependencies.
",False,Build/CI/Tests,Tier 3 match: topic 'cmake'
a0f156fffba92a5deb2427ff26619424383258cd,"io: Fix `compressed` flag for uncompressed stdin

This could cause xmlstarlet to generate compressed output unexpectedly.

Regressed with a78843be. Should fix #869.
",True,Incorrect Output/Calculation,"The commit fixes a bug where `xmlstarlet` was unexpectedly generating compressed output, indicating an incorrect result rather than a crash or resource issue."
05bd1720ce9a71fee9307df816dcdccee7f5f0f5,"parser: Fix parsing of DTD content

Regressed in 2.11. Fixes #868.
",True,Parser Logic,Tier 2 match: fix keyword + priority topic 'parser'
552864f109df055d476e392d31d2757bd3ee6b18,"Remove os400 port

This is based on an ancient version and completely outdated.
",False,Non-Maintenance,Tier 3 match: topic 'remove'
e60f0712ea46f1961282a4d3632c7246dfc605af,"Update NEWS
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
e50d314a27a08ae327740e00ac63645450af8657,"build: Add separate configuration option for RELAX NG

Support for RELAX NG used to be enabled together with XML Schema support
(--with-schemas). Now there's a separate option and a new feature macro
LIBXML_RELAXNG_ENABLED.
",False,Build/CI/Tests,Tier 3 match: topic 'build'
ce1b704e336b579270c38efe1c06a2b5459c388a,"doc: Regenerate libxml2-api.xml
",False,Documentation,Tier 3 match: topic 'doc'
6ab430ca2ebe4e5dc55f2e06e407d3d8045c0c04,"Remove unnecessary #includes
",False,Non-Maintenance,Tier 3 match: topic 'remove'
7ae8e8ac7d5c34495ff81a382b0393f91c84e00c,"schemas: Make xmlSchemaDump depend on DEBUG_ENABLED
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
6fc260760a8542dfc63fdfbdcc98a638ec5adba2,"regexp: Hide debugging code behind DEBUG_REGEXP

xmlRegexpPrint is now a deprecated no-op.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
4649f28f77450d8d430ed49e94b5522448feba09,"xmlregexp: add support for compact form of automata in xmlRegexpPrint
",False,Feature/Enhancement,Tier 3 match: topic 'add'
c82270a9a74bd36163cbfaf4f6c20d2d8ca72c8a,"regexp: Avoid dangling start/stop pointers in atom

States could be eliminated later, so set start/stop pointers to NULL
after they're used in xmlFAGenerateTransitions.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
5ed4eafd8a64e4653494a4f30232e689d2f17af2,"html: Don't invoke SAX callbacks if parser was stopped
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
6dfa68ac7f3f55109e3cf6be78461a81333f445f,"SAX2: Fix ctxt->nodemem check

In some error cases and maybe other situations, nodemem can have a
value of -1.
",True,State Management,"The commit fixes an issue where a variable 'nodemem' could have an invalid value (-1) in certain error conditions, indicating a problem with the internal state of the parser context."
73514f2d2ec2a5507cc28ee67b918153352f0486,"gitlab-ci: Stop downloading and installing CMake for MSVC

CMake should already be installed.
",False,Build/CI/Tests,Tier 3 match: topic 'ci'
064a02114a0e35ac9d87dd1a0952e6c474273a68,"meson: Fix Python module build
",False,Build/CI/Tests,Tier 3 match: topic 'build'
c2e2d76211e27df3c882616a14b4da24df7d3cb3,"python: Pass destination dir to generator.py

Simplify usage across build systems.
",False,Build/CI/Tests,Tier 3 match: topic 'build'
82fb5caee54ac1f79cbafd5ff506a01b012a6019,"meson: Use project_name instead of 'libxml2'
",False,Build/CI/Tests,Tier 3 match: topic 'meson'
e649c9724687cf8a5288dbafa4b673f71a8613f4,"fuzz: Add utility scripts

Add scripts to minimize a corpus and generate HTML coverage reports.
",False,Feature/Enhancement,Tier 3 match: topic 'add'
63dfcca67057a4b3207736192594d3e95444ada9,"fuzz: Reduce initial array size
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
6f903d434f40a0585ac3509d01cae6713e7062b0,"fuzz: Rework fixed parser options

Remove XML_PARSE_XINCLUDE. This is only honored by the XML Reader
interface which is now fuzzed in reader.c.

Don't validate in XInclude fuzzer. This doesn't increase coverage after
moving the Reader fuzzer.
",False,Non-Maintenance,Tier 3 match: topic 'remove'
44628d45595313fc353eca824e96def165234356,"fuzz: Harden leak check in lint fuzzer

Check for undetected memory leaks from previous iterations. This also
makes sure that the maxmem limit is checked deterministically.
",True,Memory,Tier 1 match: 'memory leak'
c6c6d8afef26339a056c93fa78ad53c18fc25ea7,"fuzz: Mutate fuzz data chunks separately

Implement a custom mutator that takes a list of fixed-size chunks which
are mutated with a given probability. This makes sure that values like
parser options or failure position are mutated regularly even as the
fuzz data grows large. Values can also be adjusted temporarily to make
the fuzzer focus on failure injection, for example.

Thanks to David Kilzer for the idea.
",False,Feature/Enhancement,Tier 3 match: topic 'implement'
f5257d92bf88dbcafdb73d98fa21eb77b2650d6e,"fuzz: Fix failure injection in schema fuzzer
",True,Parser Logic,Tier 2 match: fix keyword + priority topic 'schema'
fd359a7e495b8404ef17a4e68d19d83ee08a1ae3,"fuzz: Start to fuzz XML Schema validator
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
9f86dae98914c994a27dd605a0dbcb8d63d7b905,"test: Add test case for UAF in xmlSchemaIDCFillNodeTables
",True,Memory,Tier 1 match: 'uaf'
fe7f835f32757632edff0052d74063e97229d2c4,"Fix C4296 warning: Resolve comparison of unsigned int with 0
",False,Build/CI/Tests,Tier 3 match: topic 'warning'
b8234e8c73335df722b8ec66dbb7d2b82eaa8349,"html: Fix check for partial named character references

Digits are allowed after the first character.
",True,Incorrect Output/Calculation,"The commit fixes an issue where the software was incorrectly identifying or processing partial named character references in HTML, leading to incorrect output or parsing."
f68c70d298568f07b4c7903a0db7ceb929b5c298,"html: Remove htmlSaveErr

This function is useless now.
",False,Non-Maintenance,Tier 3 match: topic 'remove'
0315ac93902c175fecb151c517675a62dd947ea3,"html: Handle error from htmlFindOutputEncoder
",True,General Logic Error,"The commit message indicates a failure to handle an error returned by a specific function, suggesting a flaw in the program's overall logic for dealing with unexpected situations."
22ada0a0bfd92961acb257deae5e7045aaf12d08,"tests: Look for xmlconf in source directory

Add -d option to runxmlconf for automake.

Fix extraction of xmlconf.tar.gz on Windows.

Make runxmlconf work with Meson CI.
",False,Build/CI/Tests,Tier 3 match: topic 'ci'
aedc1f3d14e79a4fbf5e689ea9dd4193d4b326ff,"gitlab-ci: Run meson tests verbosely
",False,Build/CI/Tests,Tier 3 match: topic 'ci'
9037dce918bc77583a906042b1ef6306bd86b217,"fuzz: Add dictionary for lint fuzzer

Mostly a combination of xml.dict and xpath.dict. This should with
fuzzing pattern.c.
",False,Feature/Enhancement,Tier 3 match: topic 'add'
51622c058ebe739feb76a906c8230c499aa9f5d0,"doc: Update release instructions
",False,Documentation,Tier 3 match: topic 'doc'
8c8753ad5280ee13aee5eec9b0f6eee2ed920f57,"[CVE-2025-24928] Fix stack-buffer-overflow in xmlSnprintfElements

Fixes #847.
",True,Memory,Tier 1 match: 'stack-buffer-overflow'
5880a9a6bd97c0f9ac8fc4f30110fe023f484746,"[CVE-2024-56171] Fix use-after-free after xmlSchemaItemListAdd

xmlSchemaItemListAdd can reallocate the items array. Update local
variables after adding item in

- xmlSchemaIDCFillNodeTables
- xmlSchemaBubbleIDCNodeTables

Fixes #828.
",True,Memory,Tier 1 match: 'use-after-free'
06b3965086a3954da467f88dc8bce937ecd71380,"fuzz: Stop testing xmllint --memory option

The --memory option mmaps files directly, bypassing the resource loader.
We'd need a temp file to make it work when fuzzing.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
25ae533b3e9be084e5eaa9089bd0c79104fdd06c,"xmllint: Fix SIGBUS with --memory option

If the input file size is a multiple of page size, the byte after the
file's content is on a new page and accessing it will lead to SIGBUS.

Remove XML_INPUT_BUF_ZERO_TERMINATED hint for mmapped files.

Regressed with a221cd78.

Fixes #864.
",True,Memory,Tier 2 match: fix keyword + priority topic 'memory'
7a61c32bfa7a1df94cd37d7991196e1384d5d047,"html: Use enum instead of magic values for insertion modes
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
3793eaadb7187ed2aa24ab5f75e7da53d4240f82,"fuzz: Fix build
",False,Build/CI/Tests,Tier 3 match: topic 'build'
69b91da3a88e4032ff4fe3a44f750685704114c1,"Revert ""xpath: Make contextSize and proximityPosition default to 1""

This reverts commit afbc0a0405236de4ab8cbac94745e9885db0a198.
",False,Non-Maintenance,Tier 3 match: topic 'revert'
9c16a153d8bbd6a662ffcdc819d1457c3c9b4358,"Revert ""include: Make most IS_* macros private""

This reverts commit 84a6c82ff83d04963d6e1c5cd18ded68ea02d99f.
",False,Non-Maintenance,Tier 3 match: topic 'revert'
6c716d491dd2e67f08066f4dc0619efeb49e43e6,"pattern: Fix compilation of explicit child axis

The child axis is the default axis and should generate XML_OP_ELEM like
the case without an axis.
",False,Build/CI/Tests,Tier 3 match: topic 'compilation'
8cf6129bbd836e666e7eda8c9e61c00387ae388b,"html: Stop implying <p> start tags

Only <html>, <head> or <body> should be implied. Opening extra <p> tags
has always been a libxml2 quirk.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
71122421a11a9de368f1d5ead42db920e3cb1e31,"html: Make implied <p> tags more deterministic

libxml2's HTML parser adds <p> start tags in some situations. This
behavior, which doesn't follow any standard, was added in 2000, see
here: http://veillard.com/XML/messages/0655.html

Text nodes that only contain whitespace don't imply a <p> tag, but the
whitespace check cannot work reliably if we're parsing partial text data
which can happen with both pull and push parser.

The logic in `areBlanks` is hard to follow. The checks involving `CUR`
depend on the position of the input pointer and seem dubious. It's also
possible that the behavior changed inadvertently with a later commit.
As a result, it's hard to come up with good test cases.

We now process leading whitespace before creating implied tags. This is
more in line with HTML5 and should avoid at least some issues with
partial text data.

For example, parsing the string ""<head>   x"" used to result in:

<html>
<head></head>
<body><p>   x</p></body>
</html>

And now results in:

<html>
<head>   </head>
<body><p>x</p></body>
</html>

Except for the implied <p> tag, this matches HTML5.
",False,Build/CI/Tests,Tier 3 match: topic 'test'
ebbc31cc6b11ba3bb36448f53bc48bcec9fbac61,"malloc-fail: Check for malloc failure in xhtmlNodeDumpOutput
",True,Memory,Tier 2 match: fix keyword + priority topic 'malloc'
79ab721cb3849bae5b729a1a48d15e1d7af869b2,"tests: Fix error return in testHugeEncodedChunk

Fixes #859.
",True,General Logic Error,"The commit message indicates a fix for an error return within a test, suggesting a flaw in how the test itself handled or reported outcomes, which doesn't clearly fit into the more specific bug categories."
cfc854b839f193b7cd44cc2f95b086e5141c73d6,"fuzz: Work around glibc iconv() bug
",True,General Logic Error,"The commit addresses a bug within glibc's iconv() function, which is a general logic error in an external library that the code needs to work around, rather than a bug in the immediate API, performance, output, state, memory, integer, or concurrency of the analyzed code."
3a1526a5f7e32eafa8945c407cd9fadace9d35b5,"xpath: Don't raise OOM error on long names

Short-lived regression.
",True,Parser Logic,Tier 2 match: fix keyword + priority topic 'xpath'
3dcde736d012a191cca60e5d5dbd80ef971768e0,"Use __has_attribute to check for __counted_by__ support

The initial clang patch to support __counted_by__ was landed and
reverted several times. There are some clang toolchains (e.g. the
Android toolchain) that report themselves as version 18 but do not
support __counted_by__. While it is debatable if Android should be
shipping a pre-release clang, using __has_attribute should be a bit
simpler overall.

Note that this doesn't migrate everything else to use __has_attribute:
while clang has always supported __has_attribute, gcc didn't support
it until a bit later.
",False,Non-Maintenance,Tier 3 match: topic 'release'
35d8a230a8e99facff8afb6214c60d3609cd11f3,"tests: Fix expected errors in runxmlconf

The extra failure if regexps weren't enabled was actually a regression
fixed by the previous commit.
",False,Build/CI/Tests,Tier 3 match: topic 'regression'
b466e70ae51b0c1f993292602dd2794080766242,"Fix early return in vstateVPush in valid.c

While looking over the code in the fallback method for `vstateVPush` in
valid.c when `LIBXML_REGEXP_ENABLED` is not defined, I noticed that
there is an ungated `return(-1)` after attempting to allocate memory.

I believe this should be inside a check, for if the malloc fails.
",True,Memory,Tier 2 match: fix keyword + priority topic 'memory'
62d4697db6268b71e36ef8fda708953cadf4082a,"gitlab-ci: Disable cmake:mingw for now

Executing /mingw64/bin/cmake.exe with any arguments fails without error
message and exit code 127 since 2025-01-21. I have no idea why.
",False,Build/CI/Tests,Tier 3 match: topic 'ci'
a25dc4398fe45e3f900ea556488cafb6a82610d0,"Debug CI failure
",False,Build/CI/Tests,Tier 3 match: topic 'ci'
cd491ac07de361c46450bd98f57c8a5c267fa41a,"dict: Handle ENOSYS from getentropy gracefully

Also add some comments.

Should fix #854.
",False,Feature/Enhancement,Tier 3 match: topic 'add'
bc43786822a6236ed48679376c6fd494130914d5,"fuzz: Improve HTML fuzzer

Verify that pull and push parser produce the same result.

Fixes #849.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
c4f760be8aac832f1fe838da787fd38bc3443f06,"encoding: Handle iconv() returning EOPNOTSUPP on Apple

iconv() really shouldn't return undocumented error codes.
",True,Standard Library Misuse,Ambiguous bug classified by LLM
8d7e38d536fc020bd7510c82cfbc3f98f1b00aa7,"fuzz: Ignore encodings when fuzzing on Apple

Not long ago, Apple decided to replace GNU libiconv with a patched up
version of FreeBSD's iconv implementation in their operating systems.
Unfortunately, the quality of both the original implementation as well
as Apple's patches is so abysmal that you routinely find issues when
fuzzing your own code.
",False,Non-Maintenance,Tier 3 match: topic 'version'
68be036f29ef1a5302e34be7c7813961f5540820,"fuzz: Disable HTML encoding detection for now

This doesn't work with the push parser.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
b4d3d87ed27d5520237440e9bb5bcfff03de013b,"parser: Fix parsing of doctype declarations

Fix some long-standing issues.

Fixes #504.
",True,Parser Logic,Tier 2 match: fix keyword + priority topic 'parser'
c13fcc19108d9dd25f8baabd73ac7152bb9597d6,"html: Chunk text data in push parser

Follow the logic of the XML parser and chunk large text nodes.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
080285724bd5f9efc97dcf2719bec30c52965b25,"html: Make data parsing modes work with push parser

This can't be solved with a simple scan for a terminator. Instead, we
make htmlParseCharData handle incomplete data if the ""partial"" flag is
set.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
4be1e8befb6286cea4bd4a323dccc9375c43897a,"html: Simplify htmlParseTryOrFinish a little
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
12732592efaa4632ff3da548af21b01d9d851bce,"html: Remove unused epilog state
",False,Non-Maintenance,Tier 3 match: topic 'remove'
70bf754e24fcfa6c04a5de635dcc57f83464a8b1,"html: Fix pull-parsing of incomplete end tags

Handle this HTML5 quirk in htmlParseEndTag.
",True,Parser Logic,Tier 2 match: fix keyword + priority topic 'parsing'
4a776c78ec1a720fd6afe9e68267af7fa0b96661,"html: Use htmlParseElementInternal in push parser
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
ba1537374bfb6d89b02b6aaa6fd12ab25cd787b1,"html: Fix corner case when push-parsing HTML5 comments
",True,Parser Logic,Tier 2 match: fix keyword + priority topic 'parsing'
e48fb5e4f2d6174a50e3edea26655943f080a7cf,"html: Handle incomplete UTF-8 when push-parsing

For now, incomplete UTF-8 is always an error in push mode.

Eventually, we could pass chunked data to the character handler when
push-parsing. Then we'd have to handle incomplete sequences.
",True,Parser Logic,Tier 2 match: fix keyword + priority topic 'parsing'
6bb2ea8e706b48151c2d672d2263c1ca7b19f199,"html: Adjust xmlDetectEncoding for HTML

Don't check for UTF-32 or EBCDIC.

We now perform BOM sniffing and the first step of the HTML5 prescan
algorithm (detect UTF-16 XML declarations). The rest of the algorithm
still has to be implemented.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
227d8f739b02789385c44f870d6cd22f9453fc46,"html: Support encoding auto-detection in push parser

Align with pull parser.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
